অঁরি	anri:1	aunry:1	onry:1	ori:1
লিস্টের	lister:3
লী	lee:3	lea:1	li:1
লীগ	league:3	legue:1	lig:1	liga:1
লীগকে	leagueke:2	ligke:1
লীগে	leaguey:2	lige:1
লীগের	leaguer:2	liger:1
লীন	lin:2	lean:1	leen:1
লীলা	lila:3	leela:2
লীলার	lilar:3	leelar:2
লু	lu:4	loo:3	laa:1
লুই	louis:2	lui:3	lauis:1	louish:1
লুইজ	luij:1	luise:1	luiz:1
লুইস	lewis:2	levis:1	levish:1	lewish:1
লুইসের	luiser:3	luizer:1
লুক	look:5	looq:2	luk:2	laak:1
লুকানো	lukano:3
লুকানোর	lukanor:3
লুকাস	lukas:2	lookaash:1	lucas:1	lukaash:1
লুকাসের	lukaser:2	lookaser:1	lookasher:1	lucaser:1
লুকের	looker:3	luker:2
লুকোচুরি	lukochuri:3	lookochuri:1	lookochury:1	lukochury:1
লুকোনো	lukono:2	lookano:1	lukoano:1
লুক্সেমবার্গ	luxemberg:2	looksambarg:1	luxemburg:1
লুঙ্গি	lungi:4	loongi:1	lungee:1	lungii:1
লুচি	luchi:3	loochi:1	loochy:1	luchy:1
লুজ	loose:2	looje:1	looze:1	lose:1
লুট	loot:3	lut:1
লুটতরাজ	loottoraaj:1	lutatraj:1	lutotraj:1	luttoraaj:1
লুটপাট	lootpaat:1	lootpat:1	lutpaat:1	lutpate:1
লুঠ	luth:3	looth:1
লুডু	ludu:2	luru:1
লুণ্ঠন	lunthan:2	loonthan:1	lunthon:1
লুণ্ঠনের	lunthaner:3	loonthoner:1
লুণ্ঠিত	lunthito:2	loonthito:1	lunthita:1
লুতফর	lutfar:3	lootfor:1
লুথেরান	lotharan:1	lotheeran:1	lotheran:1	lutharan:1
লুনা	luna:4	loona:2	lyuna:1
লুপ	laap:1	loop:1	lup:1	lupa:1
লুপের	looper:2	luper:2
লুপ্ত	lupto:2	loopto:1	lupta:1
লুফে	lufe:2	loofey:1	lufey:1
লুম্বিনী	lumbini:2	loombinee:1	lumbinee:1
লুসাই	lusai:2	loosai:1	lusei:1
লুসাকা	lusaka:1	lusaqa:1	lushaka:1
লুসি	lucy:3	lusi:2	loosi:1	luci:1
লুসিকে	lucikey:1	lucyke:1	lucykey:1	lusike:1
লুসির	lucyr:2	lusir:2	lucir:1
লুৎফর	lutfar:2	lootfor:1	lutphor:1
লুৎফুর	lutfur:2	lootfoor:1	lutphur:1
লে	lay:2	le:2	ley:1
লেআউট	layaut:1	layout:1	leauta:1	leeauta:1
লেইক	lake:2	leik:2
লেইনের	leiner:3	lane:1
লেক	lake:4	leeka:2	leka:2	leqa:2
লেকচার	lecture:3
লেকচারার	lecturer:4	lecturar:1	leectureer:1	leekacharara:1
লেকের	laker:3
লেখ	lekh:3	lech:1	lekha:1	lekho:1
লেখক	lekhok:11	lekhak:3
লেখকও	lekhako:3	lekhakyo:1	lekhoko:1	lekhokyo:1
লেখককে	lekhakke:3	lekhakkey:1	lekhokke:1	lekhokkey:1
লেখকগণ	lekhakgon:3	lekhakgan:1	lekhokgan:1	lekhokgon:1
লেখকদের	lekhokder:2	lekhakder:3
লেখকরা	lekhakra:3	lekhokra:1
লেখকের	lekhaker:3	lekhoker:1
লেখতে	lekhte:3	lekhtey:1
লেখনিতে	lekhanite:2	lekhonite:2	lekhanitey:1	lekhonitey:1
লেখনী	lekhani:2	lekhoni:2
লেখনীর	lekhanir:3	lekhonir:1
লেখা	lekha:3
লেখাকে	lekhake:3	lekhakey:1
লেখান	lekhan:3
লেখার	lekhar:3
লেখালিখি	lekhalikhi:3
লেখালেখি	lekhalekhi:3
লেখালেখিতে	lekhalekhite:3
লেখালেখির	lekhalekhir:3
লেখিকা	lekhika:3
লেখিকার	lekhikar:3
লেখে	lekhe:3
লেখেন	lekhen:3
লেগ	leg:4	leeg:1	leega:1	leej:1
লেগে	lege:2	legey:2
লেগেছিল	legechilo:3	legechila:2
লেগেছে	legeche:2	legechey:2
লেঙ্গুর	lengur:3
লেচি	lechi:3
লেজ	lej:3	lez:1
লেজার	laser:1	lazor:1	ledger:1	leeisuree:1
লেজের	lejer:3	lezer:2
লেট	late:4	let:3	latee:1	leet:1
লেটার	letter:4	leetara:1	leetteer:1	letara:1
লেটারস	leetarasa:1	leetteers:1	leetteersh:1	letarasa:1
লেটারে	lettere:2	letterey:1
লেডি	lady:4	ladi:1	ledi:1	leedi:1
লেডী	lady:3
লেদা	leda:3	lada:1
লেদার	leather:3
লেন	lane:1	lanee:1	leena:1	lena:1
লেনদেন	lenden:3
লেনদেনে	lendene:2	lendeney:1
লেনদেনের	lendener:3
লেনন	lennon:3	lenon:2	leenana:1	leennon:1
লেনিন	lenin:3	lanin:1	leenin:1	leenina:1
লেনিনের	leniner:2	laniner:1
লেনে	laney:2	lene:1
লেন্ডল	lendal:1	lendl:1	lendol:1
লেন্স	lens:4	leens:1	leensa:1	lensa:1
লেন্সের	lenser:3
লেপার্ড	leopard:2	lepard:1
লেফট	left:4	leeft:1	leephata:1	lefata:1
লেফটেনান্ট	lieutenant:2	leftenant:1
লেফটেনেন্ট	lieutenant:2	leftenant:1
লেফটেন্যান্ট	lieutenant:2	leftenant:1
লেফট্যানেন্ট	lieutenant:2	leftenant:1
লেবানন	lebanon:3	lebanan:2
লেবাননে	lebanoney:2	lebanane:1
লেবাননের	lebananer:1	lebanoner:1	lebonaner:1
লেবার	labour:3	labaur:1	labor:1	lebar:1
লেবু	lebu:3	leboo:1
লেবুর	lebur:3
লেবেল	label:4	labeel:1	lebel:1	lebela:1
লেবেলের	labeler:3	lebeler:1
লেভান্ট	lebhanta:1	leebhanta:1	leevant:1	levant:1
লেভান্তে	levante:3	laevante:1
লেভি	levi:5	levy:3	lebhi:2	leebhi:2
লেভেল	level:4	lebel:1	lebhela:1	leebheela:1
লেভেলের	leveler:3	levelr:1
লেমন	lemon:3	lamon:1
লেয়ার	layar:1	layeer:1	layer:1	leeyara:1
লেলিহান	lelihan:3	lelihaan:1
লেশমাত্র	leshmatro:3	leshmatra:1	lesmatro:1
লেস	lace:3	les:3	less:3	leesa:2
লেসবিয়ান	lesabiyan:1	lesbian:1	lesbyan:1
লেসলি	leslie:3	leesali:1	leesliee:1	lesali:1
লেসার	laser:3	lesar:2	lasar:1	laseer:1
লেসোথো	lashootoo:1	lashutu:1	lasootoo:1	lasutu:1
লেহ	leh:2	leho:2
লেহম্যান	lehman:1	lehmann:1	lehmyan:1
লো	low:3	law:1	loo:1	loow:1
লোক	lok:3
লোকই	loki:2	lokyi:2
লোককথা	lokkotha:2	lokkatha:1	lokokotha:1
লোককবি	lokkobi:2	lokkabi:1	lokkavi:1	lokokobi:1
লোককাহিনী	lokkahini:2	lokkahinii:1	lokokahini:1
লোককে	lokke:3	lokkey:1
লোকগুলোকে	lokguloke:2	lukguloke:1
লোকচক্ষুর	lokchokkhur:2	lokchakkhur:1	lokchukkhur:1	lokcokkhur:1
লোকজ	lokoj:2	lokoz:2	lokaj:1	lokaz:1
লোকজন	lokjon:3	lokzon:2	lokjan:1
লোকজনও	lokjono:2	lokzono:2	lokjanyo:1	lokjonyo:1
লোকজনকে	lokjonke:3	lokzonke:2	lokjanke:1
লোকজনদের	lokjonder:3	lokzonder:2	lokjander:1
লোকজনের	lokjoner:2	lokjaner:2	lokzoner:1
লোকটি	lokti:3
লোকটির	loktir:3
লোকদের	lokder:3
লোকদেরকে	lokderke:2	lokderkey:1
লোকনাথ	loknath:3
লোকনৃত্য	loknritya:2	loknrityo:2
লোকমান্য	lokmanya:2	lokmanyo:1
লোকমুখে	lokmukhe:2	lokmukhey:2
লোকশিল্পের	lokoshilper:2	lokshilper:2
লোকসংখ্যা	loksankhya:2	lokosonkha:1	loksangkhya:1	loksonkhya:1
লোকসংগীতের	lokosangeeter:2	loksongiter:2	lokosongiter:1	loksangeeter:1
লোকসংস্কৃতি	lokosangskrity:1	lokosankritti:1	loksangaskriti:1	loksangoskriti:1
লোকসঙ্গীত	lokosangeet:2	loksongit:2	lokosongit:1	loksangeet:1
লোকসভা	loksabha:3	lokosava:1	lokosova:1	loksava:1
লোকসভার	loksabhar:3	lokosavar:1	lokosovar:1	loksavar:1
লোকসাহিত্য	lokosahitya:2	loksahitya:2	lokosahitto:1	loksahitta:1
লোকসাহিত্যের	lokosahityer:2	loksahityer:2	lokosahitter:1	loksahitter:1
লোকাল	local:4	lacal:1	lakala:1	lokal:1
লোকে	loke:2	lokey:1
লোকেদের	lokeder:3
লোকের	loker:3
লোকেরা	lokera:3	lokeraa:1
লোকেরাই	lokerai:3	lokeraai:1
লোকেশ	lokesh:3	lokes:1
লোকেশন	location:2	lokeshon:1	lokeson:1
লোকেশনের	locationer:2	lokeshoner:1	lokesoner:1
লোকো	loko:3	loco:2	laca:1	laka:1
লোগ	log:3
লোগান	logan:4	logaan:2	logana:1	loogaan:1
লোগো	logo:4	laga:1	loogoo:1
লোগোতে	logote:2	logotey:1
লোগোর	logor:3
লোচন	lochon:3
লোটাস	lootasa:2	lotas:2	lotasa:2	lotasha:2
লোড	load:3	loda:2	looda:2	laad:1
লোডের	loader:2	loder:1
লোদি	lodi:3	lodee:1	lodii:1
লোন	loan:3	lana:2	lona:2	lone:2
লোনা	lona:3	lonaa:2
লোপ	lop:2	loap:1
লোপেজ	lopez:3	lopej:1
লোব	loabaa:1	loba:1	lobe:1	loboa:1
লোভ	lobh:2	lov:1
লোভী	lobhi:2	lobhee:1	lobhii:1	lovi:1
লোভে	lobhe:2	lovey:1
লোম	lom:3
লোমশ	lomosh:3	lomos:1
লোয়ার	lawer:1	loower:1	looyara:1	lover:1
লোরকার	lorkar:3	lorkaar:2
লোল	lol:3
লোহা	loha:3	lohaa:2
লোহানী	lohani:3	lohaanee:1	lohaani:1	lohaanii:1
লোহার	lohar:3	lohaar:2
লোহিত	lohit:2	loheet:1	lohito:1
লৌকিক	loukik:3	loukeek:1
লৌকিকতা	loukikota:2	loukeekota:1	loukeekotaa:1	loukikata:1
লৌহ	louho:3	loooho:1
ল্যাং	lang:2	lyaang:1	lyang:1
ল্যাকটিক	lactic:4	lactik:1	lactiq:1	laktic:1
ল্যাকটোজ	lactose:2	loctose:1	lyaaktoj:1	lyaaktoz:1
ল্যাঙ্কাশায়ার	lancashhire:1	lancashire:1	lancasire:1	lyankasayara:1
ল্যাজ	lyaaj:2	lyaj:2	laj:1	lyaaz:1
ল্যাটা	lyaataa:2	lyata:2	leta:1	lyaata:1
ল্যাটিন	latin:4	laitin:1	letin:1	lyaateen:1
ল্যাটেরাইট	latarite:1	lateeritee:1	laterite:1	leterite:1
ল্যাট্রিন	latrine:2	latrin:1	lyaatreen:1	lyaatrin:1
ল্যান্ড	land:4	lyaand:1	lyand:1	lyanda:1
ল্যান্ডিং	landing:4	landin:1	lyaandeeng:1	lyaanding:1
ল্যান্ডে	lande:2	lainde:1	landey:1	lyande:1
ল্যান্স	lance:4	lense:1	lyaans:1	lyans:1
ল্যাপটপ	laptop:4	laptap:1	lyapatapa:1	lyapatop:1
ল্যাপটপে	laptope:2	laptopey:1	lyaaptope:1	lyaptope:1
ল্যাপটপের	laptoper:3	lyaapatoper:1	lyapatoper:1
ল্যাব	lab:4	lyab:2	lyaab:1	lyaba:1
ল্যাবরেটরি	laboratory:4	laboratari:1	laboratary:1	laboratori:1
ল্যাবরেটরিতে	laboratoryte:3	laboratorite:1	lyaabaretarite:1	lyabaretarite:1
ল্যাবরেটরী	laboratory:3	laboratori:1	lyaabaretaree:1	lyaabaretari:1
ল্যাবরেটরীতে	laboratoryte:3	laboratorite:1	lyaabaretarite:1	lyabaretarite:1
ল্যাবস	labs:3	lyabs:2
ল্যাবের	laber:3	lyaber:2	lyabair:1
ল্যাভেন্ডার	lavender:3	lyabhendar:1	lyabhender:1
ল্যামডা	lambda:1	lamda:1	lyamada:1	lyamda:1
ল্যাম্ব	lamb:4	lyaamb:2	lyamb:2
ল্যারি	larry:2	lyari:2	lyaari:1	lyare:1
শংকর	shankar:2	shongkor:1
শংকরপাশা	shankarpasha:2	shongkorpasha:1
শওকত	shaokat:1	shaokot:1	showkot:1
শক	shock:4	saka:1	shack:1	shaka:1
শকুন	shakun:2	shokun:1
শকুনি	shakuni:2	shokuni:1
শকুনের	shakuner:2	shokuner:1
শকুন্তলা	shakuntala:2	shokuntola:1
শক্ত	shakto:2	shokto:1
শক্তপোক্ত	shaktopokto:2	shoktopokto:1
শক্তভাবে	shaktobhabe:2	shoktobhabe:1	shoktovabe:1
শক্তি	shokti:9	shakti:2
শক্তিকে	shoktike:2	shaktike:2
শক্তিগুলি	shaktiguli:2	shoktiguli:1
শক্তিতে	shaktite:2	shoktite:1
শক্তিধর	shaktidhar:2	shoktidhor:1
শক্তিমত্তা	shaktimatta:1	shaktimotta:1	shoktimotta:1
শক্তিমান	shaktimaan:1	shaktiman:1	shoktiman:1
শক্তির	shoktir:4	shaktir:2	shoktiir:1
শক্তিরই	shaktiri:2	shoktiryi:1
শক্তিশালি	shaktishali:2	shoktishali:1
শক্তিশালী	shoktishali:7	shaktishali:2
শক্তিসমূহের	shaktisamuher:2	shoktisomuher:1
শক্তিহীন	shaktihin:2	shaktiheen:1	shoktiheen:1
শখ	shakh:2	shokh:1
শখকে	shakhke:2	shokhkey:1
শখানেক	shakhanek:2	shokhanek:1
শখের	shakher:2	shokher:1
শঙ্কর	shankar:2	shongkor:1
শঙ্করাচার্যের	shankacharjer:1	shankaracharjer:1	shongkoracharjer:1
শঙ্করের	shankarer:2	shongkorer:1
শঙ্কা	shanka:2	shongka:1
শঙ্কু	shanku:2	shongkuk:1
শঙ্খ	shankha:1	shankho:1	shongkho:1
শঙ্খচিল	shankhachil:2	shongkhochil:1
শঙ্খের	shankher:2	shongkher:1
শচীন	sachin:2	shachin:1
শচীন্দ্র	sachindra:2	shochindro:1
শট	shot:4	sata:1	shat:1	shata:1
শটটি	shotti:3
শটে	shote:2	shotey:1
শত	shato:2	shoto:1
শতক	shotok:2	shatok:2
শতককে	shatokke:2	shotokkey:1
শতকটি	shatokoti:2	shotokoti:1
শতকরা	shatkora:1	shatokra:1	shotkora:1
শতকে	shotoke:5	shatoke:2	shotokey:1
শতকেই	shatokei:2	shotokei:1
শতকেও	shatokeo:2	shotokeo:1
শতকের	shotoker:5	shatoker:2
শততম	shatotamo:2	shototomo:1
শতদল	shatodal:2	shotodol:1
শতধা	shatodha:2	shotodha:1
শতবছর	shatobachar:1	shatobachor:1	shotobochor:1
শতবর্ষী	shatobarshi:1	shatoborshi:1	shotoborshi:1
শতভাগ	shatobhag:2	shatovag:1	shotovag:1
শতরঞ্জ	shatoranja:1	shatranj:1	shotoronjo:1
শতরান	shatorun:2	shotorun:1
শতরানের	shatoruner:2	shotoraner:1
শতাংশ	shatangsho:1	shatansho:1	shotangsho:1
শতাংশই	shatangshoi:1	shatanshai:1	shotangshoi:1
শতাংশের	shatangsher:1	shatansher:1	shotangsher:1
শতাধিক	shotadhik:3	shatadhik:2
শতাব্দি	shatabdi:2	shotabdi:1
শতাব্দির	shatabdir:2	shotabdir:1
শতাব্দী	shatabdi:2	shotabdi:1
শতাব্দীকাল	shatabdikal:2	shotabdikal:1
শতাব্দীতে	shotabdite:3	shatabdite:2	shotabditey:1
শতাব্দীর	shotabdir:4	shatabdir:2
শতাব্দীরও	shatabdiro:2	shotabdiro:1
শত্রু	shatru:2	shotru:1
শত্রুকে	shatruke:2	shotrukey:1
শত্রুতা	shatruta:2	shotruta:1
শত্রুদের	shatruder:2	shotruder:1
শত্রুপক্ষকে	shatrupokkhake:1	shatrupokkhoke:1	shotrupokkhokey:1
শত্রুপক্ষের	shatrupokkher:2	shotrupokkher:1
শত্রুর	shatrur:2	shotrur:1
শত্রুরা	shatrura:2	shotrura:1
শন	shan:2	shon:1
শনাক্ত	shanakto:2	shonakto:1
শনাক্তকরণ	shanaktokaron:1	shanaktokoron:1	shonaktokoron:1
শনাক্তকরণে	shanaktokarone:1	shanaktokorone:1	shonaktokoroney:1
শনাক্তকারী	shanaktokari:2	shonaktokari:1
শনি	shani:2	shoni:1
শনিবার	shanibar:2	shonibar:1
শনিবারের	shanibarer:2	shonibarer:1
শনির	shanir:2	shonir:1
শপ	shop:4	sapa:1	shap:1	shapa:1
শপথ	shopoth:2	shapath:2
শপথবাক্য	shapathbakya:2	shopothbakyo:1
শপথের	shapather:2	shopother:1
শপিং	shopping:4	shapim:1	shhoping:1	shhopping:1
শপিংমল	shoppingmall:3
শফি	shafi:2	shofi:1
শফিউল	shafiul:2	shofiul:1
শফিক	shafik:2	shofik:1
শফিকুর	shafikur:2	shofikur:1
শফিকুল	shafikul:2	shofikul:1
শফিকের	shafiker:2	shofiker:1
শফী	shafi:2	shofi:1
শবনম	shabnam:2	shobnom:1
শবের	shaber:1	shober:1	sober:1
শব্দ	shobdo:7	shabdo:1	sobdo:1
শব্দকে	shabdoke:1	shobdokey:1	sobdoke:1
শব্দগত	shabdogoto:1	shobdogoto:1	sobdogoto:1
শব্দগুচ্ছ	shabdoguchcho:1	shobdogucho:1	sobdoguchho:1
শব্দগুলো	shabdogulo:1	shobdogulo:1	sobdogulo:1
শব্দটা	shabdota:1	shobdota:1	sobdota:1
শব্দটি	shobdoti:2	shabdoti:1	shobdotir:1	sobdoti:1
শব্দটিকে	shabdotike:1	shobdotikey:1	sobdotike:1
শব্দটির	shabdotir:1	shobdotir:1	sobdotir:1
শব্দতরঙ্গ	shabdotarongo:1	shobdorongo:1	sobdotoronggo:1	sobdotorongo:1
শব্দভান্ডার	sabdobhandar:1	shabdobhandar:1	shobdovandar:1	sobdovandar:1
শব্দর	sabdor:1	shabdor:1	shobdor:1	sobdor:1
শব্দসমূহ	sabdosomuho:1	shabdosamuho:1	shobdosomuho:1	sobdosamuho:1
শব্দহীন	sabdoheen:1	shabdoheen:1	shabdohin:1	shobdohin:1
শব্দে	sabde:1	shabde:1	shobde:1	sobde:1
শব্দের	sabder:1	shabder:1	shobder:1	sobder:1
শমশের	shomsher:2	shamsher:1
শমসের	shamser:1	shomser:1	shomsher:1
শম্ভু	shambhu:1	shomribho:1	shomrivo:1	shomvu:1
শম্ভুনাথ	shambhunath:1	shambunath:1	shombhunath:1	shomvunath:1
শয়তান	satan:1	sayatana:1	setan:1	shatan:1
শয্যা	shojya:2	shajya:1	shojja:1
শরণ	shoron:2	sharan:1
শরণাপন্ন	shoronaponno:2	sharanaponno:1	shoronapanno:1
শরণার্থী	shoronarthi:2	sharanarthi:1	shoronarthee:1
শরণার্থীকে	sharanarthike:1	shoronartheeke:1	shoronarthike:1	shoronarthikey:1
শরণার্থীদের	shoronarthider:2	sharanarthider:1	shoronartheeder:1
শরদিন্দু	shorodindu:2	sharodindu:1	shorodeendu:1
শরফুদ্দিন	shorfuddin:2	sharafuddin:1	shorfuddeen:1
শরম	shorom:2	sharam:1	sharom:1
শরহে	sharohe:1	shorhe:1	shorhey:1	shorohe:1
শরাফত	shorafot:2	sharafat:1	shoraphot:1
শরাফী	shorafi:2	sharafi:1	shorafee:1
শরিক	shorik:2	sharik:1	shariq:1	shoreek:1
শরিফ	sharif:1	shoreef:1	shorif:1	shoriph:1
শরিফপুর	shorifpur:2	sharifpur:1	shoreefpur:1
শরিফে	sharifey:1	shoreefe:1	shorife:1	shorifey:1
শরিফের	shorifer:2	sharifer:1	shoreefer:1
শরিয়া	saria:1	sariya:1	sharia:1	shariya:1
শরিয়াহ	sariah:1	sariyaha:1	shariah:1	shariyaha:1
শরীক	shorik:2	sharik:1	shariq:1	shoreek:1
শরীফ	shorif:2	sharif:1	shoreef:1
শরীফকে	sharifke:1	sharifkey:1	shoreefke:1	shorifke:1
শরীফে	sharifey:1	shoreefe:1	shorife:1	shorifey:1
শরীফের	shorifer:2	sharifer:1	shoreefer:1
শরীর	shorir:3	sharir:1	shoreer:1
শরীরকে	shorirke:2	sharirke:1	shoreerke:1	shorirkey:1
শরীরচর্চা	shorirchorcha:2	sharircharcha:1	shoreerchorcha:1	shorircharcha:1
শরীরটা	shorirta:3	sharirta:1	shoreerta:1
শরীরে	shorire:2	shorirey:2	sharirey:1	shoreere:1
শরীরের	shorirer:3	sharirer:1	shoreerer:1
শর্করা	sharkara:1	sharokora:1	shorkara:1	shorkora:1
শর্ট	sarta:1	shart:1	sharta:1	shharta:1
শর্টহ্যান্ড	shorthand:2	shorthend:1	shorthyand:1
শর্ত	sharto:2	shorto:2	sharta:1
শর্তও	shartao:1	shartou:1	shorto:1	shortou:1
শর্তগুলি	shortoguli:2	shartaguli:1	shartogooli:1	shartoguli:1
শর্তগুলো	shartogulo:2	shartagulo:1	shortogoolo:1	shortogulo:1
শর্তগুলোর	shortogulor:2	shartagulor:1	shartogoolor:1	shartogulor:1
শর্তাবলী	shartabali:1	shartaboli:1	shortabolee:1	shortaboli:1
শর্তে	sharte:2	shartey:1	shorte:1	shortey:1
শর্তের	sharter:2	shorter:2
শর্মা	sharma:2	shorma:2
শর্মার	sharmar:2	shormar:2
শর্মিলী	shormili:3	sharmili:1	shormeeli:1
শরৎ	sharot:2	shorot:2	sharat:1
শরৎচন্দ্র	sharatchandra:1	sharotchondro:1	shorotchandro:1	shorotchondro:1
শল্য	sholyo:2	shalya:1	shalyo:1	shollo:1
শল্যচিকিৎসক	sholyochikitsok:2	shollocheekitsok:1	sholyocikitsok:1	sholyooceekeetsok:1
