آؤ	aao:3	aaoo:1	aau:1	aaw:1
کھتی	kahtee:1	kahti:1	kehti:1	kheti:1
کھتے	kehtey:1	khatay:1	khate:1	khaty:1
کھجلی	kehjalee:1	kehjali:1	khujalee:1	khujali:1
کھجور	khajur:2	kahjur:1	khajoor:1
کھجوروں	kahjuron:1	khajooron:1	khajuron:1
کھدا	kehda:1	khadaa:1	khuda:1
کھدائی	khudai:2	khudaaee:1	khudaie:1
کھدائیاں	khudaayan:1	khudaiyan:1	khudayan:1
کھدائیوں	khudaaiyon:1	khudaiyon:1	khudaiyun:1
کھدر	khadar:3	khidar:1
کھدی	khadee:1	khadi:1	khudee:1	khudi:1
کھدے	khaday:2	khade:1	khadey:1
کھر	khar:6	khur:4
کھرا	khara:2	kharaa:2
کھرانہ	khurana:2	kharaanah:1	khuraana:1	khuranah:1
کھرب	kharab:2	kharb:2
کھردرا	khardaraa:1	khurdaraa:1	khurdra:1	khurduraa:1
کھردری	khardaree:1	khurdaree:1	khurdri:1	khurduree:1
کھرل	kharal:3
کھروں	kharon:2	kharoon:1	kharoun:1	khuron:1
کھرچ	khurach:2	kharach:1	kharch:1	khuruch:1
کھرک	kharak:3
کھری	kharee:2	khari:2	khary:1
کھسک	khasak:1	khasek:1	kheesak:1	khesak:1
کھشتری	khashtari:1	khashtary:1	khastaree:1	khastary:1
کھل	khal:3	khul:2	kahal:1	khel:1
کھلا	khala:2	khila:2	khula:2	kheela:1
کھلاؤ	khalao:1	khalau:1	kheelaav:1	kheelao:1
کھلائیں	khalayen:1	khalayin:1	kheelayein:1	khelain:1
کھلائے	khalayae:1	khalaye:1	kheelaaye:1	khelaey:1
کھلاتا	khalata:1	kheelata:1	khelata:1	khilataa:1
کھلاتی	khalaty:2	khilati:2	khilaty:2	khalati:1
کھلاری	khilari:2	kahalary:1	khalari:1	kheelari:1
کھلانے	khalanay:1	khalane:1	khelane:1	kheylaney:1
کھلاڑی	khiladi:3	khilaadi:2	kheeladi:1	kheladi:1
کھلاڑیوں	kheelaadiyon:1	khilaadeeyon:1	khilaadiyon:1	khiladeon:1
کھلایا	khilaya:2	khalay:1	khilaayaa:1
کھلتا	khulta:2	khalta:1	khultaa:1
کھلتی	khalti:1	khiltee:1	khultee:1	khulti:1
کھلتے	khultay:2	khalte:1	khulte:1
کھلم	khulam:3	khalam:1
کھلنا	khalan:1	khilan:1	khulna:1	khulnaa:1
کھلنے	khalnay:1	khalne:1	khulnay:1	khulne:1
کھلوانا	khilwana:2	khilvana:1	khilwaanaa:1	khulwana:1
کھلوانے	khalwane:1	khilvane:1	khilwaanay:1	khilwanay:1
کھلونا	khilona:2	khalona:1	khilonaa:1
کھلونے	khilonay:2	khilone:2
کھلی	khali:1	khaly:1	khilee:1	khili:1
کھلیان	khalyan:3	khalyaan:2	kahalian:1	khalian:1
کھلیاں	kahalian:1	khalian:1	khalyan:1	khilyaan:1
کھلیں	khalen:1	khalin:1	khilain:1	khilen:1
کھلے	kahalay:1	khale:1	khulay:1	khule:1
کھمبا	khamba:2	kahamba:1	khambaa:1
کھمبی	khambi:2	kahamby:1	khambee:1
کھمبیوں	khambeon:1	khambion:1	khambiyon:1	khambiyun:1
کھمبے	khambay:2	khambe:2
کھنا	khana:2	kahana:1	kahnaa:1	khanna:1
کھنچاؤ	khinchao:2	khinchaee:1	khinchai:1	khinchau:1
کھنچاو	khinchao:2	kahanchaao:1	kahanvhaau:1	khinchau:1
کھنچوا	khinchwa:2	khanachaua:1	khanachoaa:1	khanchwa:1
کھنچی	khinchi:2	khainchee:1	khainchi:1	khanchi:1
کھنڈ	khand:3	khaand:1	khind:1
کھنڈا	khanda:3	khandaa:2	kahanda:1
کھنڈر	khandar:2	kahandaar:1	kahandar:1	khander:1
کھنڈروں	khandaron:2	kahandaron:1	kahandarun:1	khandarun:1
کھنک	khanak:3	kahanak:1	khank:1
کھنگالنے	khangalne:2	kahangaalni:1	kahangalnee:1	khangalnay:1
کھنہ	kahanah:2	kahanh:1	khana:1	khanah:1
کھو	kho:6	khu:3
کھوئی	khoyi:2	khoee:1	khoi:1	khoye:1
کھوئے	khoye:2	khoe:1	khoi:1	khoyae:1
کھوا	khawa:1	khoa:1	khoaa:1	khua:1
کھوار	khawar:2	khoaar:1	khoar:1	khuwar:1
کھوج	khoj:3	khoja:1	khuj:1
کھوجتا	khojta:2	khojataa:1	khujataa:1	khujta:1
کھوجتی	khojti:2	khojate:1	khojty:1	khujate:1
کھوجتے	khojte:2	khojate:1	khojtay:1	khujate:1
کھوجنے	khojne:2	khojanay:1	khojane:1	khujane:1
کھوجی	khoji:3	khojee:1	khuji:1
کھودا	khoda:2	khodaa:1	khuda:1	khudaa:1
کھودتے	khodte:3	khodtey:1	khodty:1	khudtay:1
کھودنے	khodne:3	khodny:1	khudne:1
کھودے	khode:3	khoday:1	khude:1
کھوسو	khoso:3	khuso:2
کھوسٹ	khost:2	khosat:1	khusat:1	khust:1
کھوسہ	khosa:2	khosah:2	khusa:1	khusah:1
کھول	khol:3	khola:1	khul:1
کھولا	khola:3	kholaa:1	khula:1
کھولتا	kholta:2	kholata:1	khulta:1
کھولتے	kholte:2	kholate:1	kholaty:1	khulte:1
کھولنے	kholne:3	kholny:1	khulne:1
کھولو	kholo:3	khulo:2
کھولی	kholi:3	kholee:1	kholy:1
کھولیاں	kholeyaan:1	kholian:1	kholiyan:1	kholyan:1
کھولیں	kholen:3	kholyn:1	khulin:1
کھولے	khole:3	kholay:1	kholy:1
کھونا	khona:3	kahona:1	kahonaa:1	khonaa:1
کھونے	khone:3	khonay:2	kahonay:1	kahone:1
کھوٹ	khot:3	kahot:2
کھوٹا	khota:3	kahota:2	khotaa:1
کھوٹے	khote:3	khotay:2	khotae:1
کھوپرا	khopra:3	khupra:1
کھوپڑی	khopdi:3	khopde:1	khopdee:1
کھوپڑیاں	khopdean:1	khopdeeyan:1	khopdian:1	khopdiyan:1
کھوپڑیوں	khopdeeyon:1	khopdeon:1	khopdion:1	khopdiyon:1
کھوڑو	khodo:3	khodu:2
کھوڑی	khodi:3	khodee:1	khudi:1
کھوکھراپار	khokharapar:2	khokhraapaar:1
کھوکھلی	khokhli:3	khokhlee:1	khokli:1
کھوہ	khoh:2	kehva:1	kehvah:1	khehvha:1
کھویا	khoya:3	khoea:1	khoia:1	khuya:1
کھيلوں	khelon:3	khalon:1	khelo:1	khilon:1
کھِلا	khila:3	kahla:1	kehla:1	kheela:1
کھٹ	khat:3	kahat:1	khit:1
کھٹا	khata:3	khatta:1	khita:1
کھٹائی	khatayi:2	khataaee:1	khataee:1	khatai:1
کھٹمل	khatmal:3	khatmil:1
کھٹمنڈو	kathmandu:2	khatmando:1	khatmandu:1
کھٹن	khatan:3	kahtan:1	khatin:1	khutan:1
کھٹکا	khatka:3	kahatka:2	khatkaa:1
کھٹکھٹایا	khatkhataya:3	khatkhataaya:1
کھٹکے	khatkay:3	khatke:2
کھٹی	khati:3	khatee:1	khaty:1
کھچا	khicha:2	khacha:1	kheecha:1	khichaa:1
کھچے	khacche:1	khacchey:1	khache:1	khichay:1
کھڈ	khad:3	khadd:1	khid:1
کھڈی	khadi:2	khady:2	khadee:1	khadii:1
کھڈیاں	khadean:1	khadiya:1	khadyaan:1	khadyan:1
کھڈے	khade:3	khaday:1	khadey:1	khidey:1
کھڑا	khada:4	khadaa:2	kahada:1	kharha:1
کھڑک	khadak:3	khadakk:1	khidak:1
کھڑکی	khadki:2	khidki:2	khadkee:1	khidiki:1
کھڑکیاں	khadkayan:1	khidikiya:1	khidkean:1	khidkian:1
کھڑکیوں	khadkiyon:1	khidikiyoo:1	khidikiyoon:1	khidkeeyon:1
کھڑی	khadi:3	kahdee:1	kahdi:1	khadee:1
کھڑے	khade:5	khaday:4	kahday:1	kahde:1
کھیت	khet:3	kaheet:1	kahet:1	khat:1
کھیتران	khetran:2	khetaran:1	khetraan:1	kheytaran:1
کھیتوں	kheton:3	khaton:1	khetton:1	khitun:1
کھیتی	kheti:2	khety:2	khaytee:1	khayti:1
کھیر	khir:3	kheer:2	kher:2
کھیرا	kheera:2	khera:2	khira:2
کھیری	kheri:4	khery:2	khairey:1	kheerey:1
کھیل	khel:6	khail:2	khil:2	khal:1
کھیلا	khela:2	khila:2	khaila:1	khelaa:1
کھیلتا	khelta:2	khailta:1	kheltaa:1	khilta:1
کھیلتے	kheltay:2	khelte:2	khailtay:1	kheltae:1
کھیلنا	khelna:2	khilna:2	khailna:1	khelnaa:1
کھیلنے	khailnay:1	khaylnay:1	khelne:1	khilne:1
کھیلوں	khelon:2	khailon:1	khaylon:1	khayloon:1
کھیلی	khaili:1	khaylee:1	kheli:1	khili:1
کھیلیں	khailain:1	khaylen:1	khelen:1	khilen:1
کھیلے	khailay:1	khaylay:1	khele:1	khilay:1
کھیم	khaim:1	khaym:1	khem:1	khim:1
کھینچ	khainch:1	kheench:1	khench:1	khinch:1
کھینچا	khaincha:1	kheenchaa:1	khencha:1	khincha:1
کھینچتا	khainchta:1	kheenchtaa:1	khenchata:1	khinchata:1
کھینچتے	khainchtay:1	kheenchtay:1	khenchate:1	khinchatay:1
کھینچنے	khainchnay:1	kheenchnay:1	khinchane:1	khinchnay:1
کھینچی	khainchi:1	kheenchee:1	khenchi:1	khinchi:1
کھیوڑہ	khayoodah:1	khewadah:1	khiwadah:1
کھیپ	khaip:1	khayp:1	khep:1	khip:1
کھیڈن	khaidan:1	khaydan:1	khedan:1	khidan:1
کہ	kah:3	keh:3	kih:2	ke:1
کہئے	kahiye:2	kaheeye:1	kahiay:1	kahie:1
کہا	kaha:5	kahaa:2	kha:2
کہاجائے	kaha:2	kahaa:1	kahajaye:1	khajaye:1
کہار	kahar:3	kahaar:1	khar:1
کہاس	kahas:3	kahaas:1	khas:1
کہانا	kahana:3	kahaana:1	kahaanaa:1	kahanaa:1
کہانی	kahani:4	kahaanee:1	kahaaney:1	kahaani:1
کہانیاں	kahanian:3	kahaaniyan:2	kahaniyaan:2	kahaaniyaan:1
کہانیوں	kahaneeyon:1	kahanion:1	kahaniyon:1	khaneon:1
کہاوت	kahawat:2	kahavat:1	kahavath:1	kahawath:1
کہاوتوں	kahawaton:2	kahavathon:1	kahawathon:1	kahawatun:1
کہاوتیں	kahavathen:1	kahawatain:1	kahawaten:1
کہاکہ	kaha:2	kahaa:1	kahakah:1	khakah:1
کہاں	kahan:6	kahaan:2	khan:2	kaha:1
کہاہے	kaha:2	kahaa:1	kahahay:1	kahahe:1
کہتا	kahta:2	kahtha:1	kehatha:1	kehathaa:1
کہتاہے	kahta:1	kahthahay:1	kehatha:1	kehathaa:1
کہتی	kahti:2	kahtee:1	kahthi:1	kehathee:1
کہتیں	kahathen:1	kahten:1	kahthey:1	kehathen:1
کہتے	kahte:3	kehtay:2	kahate:1	kahtay:1
کہدو	kahadho:1	kahdhu:1	kahdo:1	kehadho:1
کہر	kahar:2	kehar:2	keher:1	kihar:1
کہرام	kahram:2	kehram:1	kiharam:1	koharam:1
کہروڑ	kahrod:2	crored:1	kahroad:1	kahrood:1
کہری	kahri:2	kaharee:1	khari:1	kihree:1
کہرے	kahre:2	kaharey:1	kahray:1	kahrey:1
کہف	kahaf:3	kahaff:1	khaf:1	kihaff:1
کہلا	kahla:2	kahala:1	khala:1	kihla:1
کہلائی	kahlayi:2	kahalaayee:1	kahalaayii:1	kahelaayi:1
کہلائیں	kahelaayein:1	kahelaayeiyn:1	kaheylayein:1	kahlayae:1
کہلائے	kahelaaye:1	kahelaayey:1	kahelayey:1	kahlayae:1
کہلاتا	kahalaata:1	kahalata:1	kahalataa:1	kahlata:1
کہلاتی	kahalaatee:1	kahalaati:1	kahalaaty:1	kahalatee:1
کہلاتے	kahalaate:1	kahalaatey:1	kahalatey:1	kahlatay:1
کہلانا	kahlana:2	kahalaana:1	kahlaana:1	kehlana:1
کہلانے	kahalaane:1	kahalaaney:1	kahalaney:1	kahlaney:1
کہلایا	kahlaya:2	kahalaaya:1	kahalayaa:1	khalaya:1
کہلوا	kahalwa:2	kahalva:1	khalwa:1	khulwa:1
کہلوانے	kahalvaane:1	kahalvaaney:1	kahalwaane:1	kahalwaaney:1
کہنا	kahna:4	kahana:1	kahnaa:1	kehna:1
کہناہے	kahenaa:1	kaheyna:1	kahna:1	kahnahi:1
کہنہ	kahna:2	kahanaa:1	kahnah:1	khanah:1
کہنے	kahne:3	kahnay:1	kahney:1	kihney:1
کہو	kahu:2	kaho:1	kho:1	kihu:1
کہوٹہ	kahoota:1	kahootaa:1	khotah:1	khutah:1
کہوں	kahoon:2	kahon:1	kahun:1	kihun:1
کہڑے	kahday:2	kahde:1	kahray:1	khaday:1
کہکشاؤں	kahkashaaon:1	kahkashaaun:1	kahkashavon:1	kehkashaavon:1
کہکشائیں	kahakashayen:1	kahkashaayain:1	kahkashaein:1	kehkashayein:1
کہکشانی	kahakashani:1	kahkashaanee:1	kahkashani:1	kehkashani:1
کہکشاوں	kahkashaaon:1	kahkashaon:1	kahkashaun:1	kihakashaon:1
کہکشاں	kahakashan:1	kahkashaan:1	kahkashan:1	kihakashan:1
کہہ	kah:1	kaha:1	kahay:1	kihah:1
کہی	kahi:2	kahee:1	qahee:1
کہیا	kaheeya:2	kahiya:1	kahya:1
کہیل	kaheel:2	kahil:2	qahil:1
کہیں	kaheen:3	kahin:3	kahei:1	kahein:1
کہیے	kahiye:2	kahye:1	qahye:1
کہے	kahay:2	kahe:1	qahay:1
کی	ki:7	kee:4	key:3	kie:1
کیا	kia:6	kiya:5	kya:4	kea:2
کیاا	kyaa:2	kiyaa:1	kya:1	qyaa:1
کیارا	kyara:2	cara:1	keira:1	kiyara:1
کیاری	carry:2	kary:1	kiari:1	kyari:1
کیانی	kyani:6	kiani:2	kiyani:2	kyanee:1
کیاوہ	kiavoh:1	kiawah:1	kiya:1	kiyawah:1
کیاکرتے	kiakarte:1	kyakartay:1	kyakarte:1	kyakartey:1
کیاہے	kyahai:2	kiahey:1	kyaahay:1	qyaahay:1
کیبل	cable:3	cabal:1	cabel:1	keebal:1
کیبن	cabin:1	caibin:1	kaibin:1
کیبنٹ	cabinet:2	cabnet:1	kabnet:1
کیتا	kita:2	keeta:1	keetaa:1	keita:1
کیتکی	ketaki:1	ketaky:1	ketki:1	kitki:1
کیتھ	keith:3	keithe:1	keythe:1	kitah:1
کیتھرائن	catherine:2	keetahraen:1	qeetahraen:1
کیتھرین	catherine:1	kathereen:1	katherin:1	kithareen:1
کیتھلین	cathaline:1	cathline:1	kathleen:1	kithaleen:1
کیتھولک	catholic:3	katholik:1	keetholq:1	qeetholk:1
کیتھی	cathy:1	kathy:1	kitahi:1	qitahi:1
کیتھیڈرل	cathedral:2	kitaheedral:1	qitaheedral:1
کیجئے	kijiye:5	kijiyay:2	keejaey:1	keejiye:1
کیجائے	kijaye:2	keehaye:1	kijaaey:1	qijaaey:1
کیجیئے	kijiye:3	keejiye:1	qijiye:1
کیجیے	kijiye:5	kijiyay:2	keejiye:1	kejeye:1
کیجے	keejay:1	kijai:1	kije:1	kijye:1
کیدانی	kidani:2	kaidani:1	kaidany:1	kidaani:1
کیر	care:3	keer:2	car:1	cerr:1
کیرئر	career:2	carrier:1	kareer:1	kerar:1
کیرئیر	career:3
کیرا	kera:2	kaira:1	kira:1
کیرالا	kerala:2	keerala:1	qeerala:1
کیرالہ	keerala:1	kerala:1	keralh:1	qeerala:1
کیرانوی	kairanvi:1	kairanvy:1	keeranwi:1	keranvi:1
کیرتی	keerti:2	kirti:2	kirty:1	qeerti:1
کیرلا	kerala:3	carla:1	carlla:1	karla:1
کیرم	carom:1	carrum:1	kiram:1
کیرن	kiran:3	caern:1	cairn:1	cairrn:1
کیرو	kairo:1	keru:1	kiro:1
کیرول	carol:2	caral:1	carole:1	karol:1
کیرولائنا	kirolaina:2	carolina:1	kerolaina:1
کیرولن	caroline:1	kerolan:1	kirolun:1
کیرولین	caroline:1	keroleen:1	kerolin:1	kirolane:1
کیرولینا	kirolina:2	carolina:1	kerolina:1
کیری	carry:2	carrie:1	cary:1	cery:1
کیریئر	career:3	carier:2	carrier:2	carear:1
کیریباتی	kiribaati:1	kiribati:1	kiribatti:1
کیریبین	caribbean:2	caribin:1	kairibeen:1	kiribian:1
کیز	kiz:2	keys:1	kez:1
کیس	case:3	kase:1	kis:1
کیسا	kaisa:2	kesa:1	kisa:1	kysa:1
کیساتھ	kesath:2	kisath:2
کیسان	kisan:3	qisan:1
کیسر	kesar:3	qesar:1
کیسز	cases:1	casez:1	kesaz:1	kisses:1
کیسٹ	caset:1	cassete:1	cassette:1	kaisset:1
کیسٹر	caster:1	castor:1	cestor:1	kester:1
کیسٹس	cassettes:1	casts:1	kistas:1	qistas:1
کیسٹوں	casseton:1	caston:1	castun:1	kistoo:1
کیسٹیں	cassettein:1	castein:1	kestain:1	kiastin:1
کیسپین	caspian:2	caspean:1	caspeen:1	caspin:1
کیسی	caseey:1	casey:1	cassey:1	kaisi:1
کیسینی	cassini:1	keeseni:1	kesini:1	kesiny:1
کیسے	kaisay:2	kaise:2	kese:2	kaisy:1
کیش	cash:2	kash:1	keash:1	keesh:1
کیشن	cassion:1	cation:1	keeshan:1	keshon:1
کیشنل	cashnal:1	cational:1	keshnal:1	qeshanal:1
کیشے	cache:1	keshey:1	kishay:1	kishey:1
کیطرح	kitarah:2	ketarah:1	kitrah:1	qitarah:1
کیطرف	ketaraf:1	ketaraph:1	kitarf:1	kitrah:1
کیف	kaif:4	cafe:3	kafe:1	kaifa:1
کیفر	kefar:2	kifar:2	cefer:1	kaifar:1
کیفی	kaifi:2	cafi:1	kaify:1	kefy:1
کیفیات	kaifiat:2	kaifiyat:1	kefiyat:1	kifiyat:1
کیفیت	kaifiat:2	kaifiyat:1	kefiat:1	kefiyat:1
کیفیتوں	kaifiaton:2	kaifiyaton:1	kefiyaton:1	kifiyaton:1
کیفیتیں	kaifitian:1	kaifiyatein:1	kefiyatein:1	kifitian:1
کیفین	kefin:2	caffeine:1	faifin:1	kaffeine:1
کیفے	cafai:2	cafe:2	kafe:1	kefey:1
کیل	kil:3	keel:1	kel:1	kyl:1
کیلئے	keliye:5	keliyay:2	kayliye:1	kelia:1
کیلا	kaila:1	kela:1	kelaa:1	keyla:1
کیلاش	kailash:2	kaelash:1	kailaash:1	kaylash:1
کیلانی	kilani:2	kelani:1	kelany:1	kilany:1
کیلر	keelar:1	keeler:1	keeller:1	keler:1
کیلشیم	calcium:2	calshium:1	kailshiam:1	kalsium:1
کیلنڈر	calendar:1	calender:1	kalendar:1
کیلو	kilo:3
کیلومیٹر	kilometer:3
کیلون	calvin:2	callvin:1	caloon:1	calun:1
کیلگری	calgary:2	calgaree:1	calgari:1	cilgiry:1
کیلی	kelly:2	kely:2	calee:1	cali:1
کیلیفورنیا	california:3	californiya:1	celifornia:1	kalifornia:1
کیلیڈونیا	caledonia:1	celedonia:1	keledoniya:1
کیلے	kele:3	caley:1	keeley:1	kelay:1
کیم	kem:2	caame:1	cam:1	came:1
کیمائی	chemayi:1	chimayi:1	kaimaee:1	kaymayi:1
کیماڑی	caimari:1	kaimaadiy:1	kaimaady:1	kaymaadee:1
کیمبل	campbell:2	kemble:1
کیمرا	camera:3
کیمرج	cambridge:3
کیمرون	cameron:1	cameroon:1	camroon:1	camrun:1
کیمروں	cameroon:2	cameron:1	cameroun:1	camron:1
کیمرے	camere:1	camray:1	kemray:1	qemray:1
کیمسٹری	chemistry:4	kemistree:1	kemystre:1
کیمو	kimo:2	kemu:1	kimu:1
کیموتھراپی	chemotherapy:2	chemotheraphy:1
کیمونزم	chemunizm:1	communism:1	kemunism:1	qemunism:1
کیمونسٹ	communist:2	chemonist:1
کیمٹی	committee:1	keemti:1	kemti:1	kemty:1
کیمپ	camp:3	kemp:2	kaimp:1	kamp:1
کیمپبل	campbell:2	campabal:1	campable:1
کیمپس	campus:2	campas:1	kemps:1	kempus:1
کیمپوں	campon:2	campun:1	kempoon:1	qempoo:1
کیمی	kimi:2	chemi:1	kemee:1	kemi:1
کیمیا	kimia:2	kemia:1	kimiya:1	kimya:1
کیمیاء	kemiya:1	kimiah:1	kimiau:1	kimiyah:1
کیمیائی	chemiyaai:1	kemiyaee:1	kimiyaee:1	kimiyayi:1
کیمیادان	kaimiyadaan:1	kaimiyadan:1	kimiadaan:1	kimiyadaan:1
کیمیاوی	chemical:1	kimiavi:1	kimiawi:1	kimiyawi:1
کیمیای	cemiyaai:1	kaimayaee:1	kaimayai:1	kemeyaai:1
کیمیکل	chemical:2	kemekel:1	qemekel:1
کیمیکلز	chemicals:3	chemicalz:1
کین	kain:3	ken:3	kin:3	keen:2
کینال	kinal:2	canal:1	keenal:1	kenal:1
کینبرا	canberra:1	kainabara:1	kainabraa:1	kenbra:1
کینتھ	canth:1	keneth:1	kenetha:1	kentah:1
کیندے	keenade:1	keenday:1	kendey:1	kinade:1
کینز	kenz:2	cannes:1	canz:1	qenz:1
کینسر	cancer:4	canccer:1	kancer:1
کینسل	cancel:2	cansel:1
کینن	canon:2	kinan:2	canonn:1	kanon:1
کینوس	canoos:1	canus:1	canvas:1	kinoos:1
کینٹ	cant:4	kant:2	kent:2
کینٹربری	canterbury:2	canterbari:1	canterbarry:1	kantarbary:1
کینٹن	canteen:2	canton:1	cantoun:1	cantun:1
کینٹو	canto:2	cannto:1	cantto:1	cantu:1
کینٹکی	cantaki:1	canteki:1	cantky:1	kentki:1
کینٹین	canteen:3
کینچلی	kainchalee:1	kainchli:1	kenchli:1	kenchly:1
کینڈل	candle:3	kendal:1	kendall:1	kenndal:1
کینڈی	candy:4	kandi:1	kandy:1
کینگ	king:3
کینی	casia:1	casiya:1	kenny:1
کینیا	kenia:2	kenya:2	kaniya:1	keniya:1
کینیڈا	canada:5	canneda:1	conneada:1
کینیڈین	canadian:2	cannedian:1	connedian:1
کیو	cue:2	cave:1	kav:1	keo:1
کیوبا	cuba:7	keuba:1	kuba:1	quba:1
کیوبن	cuban:3	cuben:1	cubeon:1	cubon:1
کیوبک	cubic:3	keubik:1	quebec:1
کیوبیک	cubic:2	quebec:2	quebac:1	quubec:1
کیوروسٹی	curiosity:3
کیوری	curie:3	cuery:1	curee:1	curey:1
کیوسک	kiosk:2	cusic:1	cusks:1	keyosk:1
کیون	keun:2	kyon:2	kyun:2	kaven:1
کیونکه	kuenka:1	kyunka:1	kyunkay:1	kyunkeh:1
کیونکہ	cuenka:1	keunkah:1	keunke:1	keunkeh:1
کیوٹی	cutie:4	cutee:1	queueti:1
کیوپڈ	cupid:2	cuped:1	queped:1
کیوڑہ	kewda:2	kevdah:1	kueda:1	queda:1
کیوں	keun:2	kiyun:2	kyon:2	kyun:2
کیوںکہ	kuinka:1	kuinkay:1	kyonki:1	kyoonki:1
کیٹ	cat:3	kait:2	kat:1	kate:1
کیٹرینا	katreena:2	katereena:1	katerina:1	katreana:1
کیٹز	kits:2	cats:1	kitz:1
کیٹلاگ	catalog:4	katalog:1
کیٹی	katie:2	kattie:1	katy:1	kaytee:1
کیپ	keep:3	cap:1	cape:1	kaip:1
کیپر	keeper:4	capar:1	caper:1	kiper:1
کیپری	keepri:2	capri:1	keepry:1	kipri:1
کیپسول	capsule:3
کیپلر	kepler:2	caplar:1	capler:1	keeplar:1
کیپٹل	capital:4	kapital:2	capitol:1
کیپٹن	captain:3	canton:1	capitan:1	captian:1
کیپچر	capture:4	kepchar:1
کیپی	kepi:1	kepy:1	kp:1
کیپیٹل	capital:3	capita:1	capitain:1	kapitain:1
کیچ	keech:2	cache:1	catch:1	keach:1
کیچر	catcher:2	catchur:1	katcher:1	keachar:1
کیچڑ	keechad:3	kichad:2	keachad:1
کیچک	keechak:2	kaichak:1	kaychak:1	keachek:1
کیڈ	cad:2	caad:1	caade:1	cadd:1
کیڈٹ	cadet:2	kaidet:1	keadet:1	kedat:1
کیڑا	keeda:2	keda:1	kida:1	kidaa:1
کیڑوں	kedon:1	kedun:1	keedon:1	kido:1
کیڑے	kidey:2	kede:1	keeday:1	keede:1
کیک	cake:4	kake:1
کیکر	kekar:2	caker:1	keekar:1	kikar:1
کیکٹس	cactus:2	cacts:1	kekts:1
کیکی	keekee:2	kaekee:1	kaykee:1	keki:1
کیگالی	kigali:2	keegaali:1	keegaaly:1	kegali:1
کیں	kein:2	kain:1	kayn:1	kee:1
کیہر	kehar:2	kayhar:1	kehr:1	kehur:1
کیہندے	kehandey:1	kehenday:1	kehende:1	kehendey:1
کیہی	kihi:2	kaehi:1	kahi:1	kehee:1
کیے	kiye:6	kiyay:2	keye:1	kie:1
کے	ke:5	kay:4	key:1
کےکے	kaykay:3
گئ	gai:4	gayi:3	gaeey:1	gaiy:1
گئي	gayi:2	gai:1	gaye:1	gayee:1
گئی	gayi:3	gai:2	gaye:2	gaeey:1
گئیں	gayein:3	gayin:3	gaayein:1	gaein:1
گئے	gaye:5	gaaye:1	gaey:1	gaiye:1
گا	ga:6	gaa:4	gha:1
گاؤ	gao:5	alee:1	ali:1	gaao:1
گاؤن	gaon:1	gaun:1	gavon:1	gawn:1
گاؤں	gaon:4	gaun:2	gawon:2	gaaon:1
گائوں	gayon:2	gavon:1	gayun:1	goun:1
گائڈز	guides:3
گائک	gaayak:1	gaig:1	gaik:1	gayak:1
گائکی	gaayaki:1	gaayiki:1	gaiki:1	gayegi:1
گائی	gayi:2	gaye:1	gayee:1	gui:1
گائیوں	gaaiyon:1	gaion:1	gaiyon:1	gayion:1
گائیڈ	guid:2	gauid:1	guide:1
گائیڈز	guides:2	gaiderz:1
گائیڈڈ	guided:2	gaided:1	gauidid:1
گائیک	gaeik:1	gaik:1	gauik:1	gayak:1
گائیکوں	gaikon:2	gauikon:1	gayako:1	gayikon:1
گائیکی	gaeki:1	gaiki:1	gauiki:1	gayakee:1
گائیگی	gayegi:2	gaigi:1	gauigi:1	gayigi:1
گائیں	gayein:2	gaian:1	gauin:1	gayeen:1
گائے	gaye:3	gaayey:1	gai:1
گااس	gaas:1	gass:1	gaus:1	goss:1
گاتا	gata:3
گاتی	gati:3	gaty:1
گاتے	gatay:2	gatai:1	gate:1
گاج	gaaj:2	gaj:1
گاجر	gajar:3
گادھی	gadhi:3
گار	gar:5	gaar:4
گارا	gara:2	gaara:1	garaa:1
گارجین	gaarjeeyan:1	gaarjiyan:1	garjain:1	garjin:1
گارد	gard:3	gaard:1
گارفیلڈ	garfield:4	garphield:1	garrfield:1
گاروں	gaaron:2	garon:2	garun:2
گارڈ	guard:4	gard:1
گارڈز	guards:3
گارڈنر	gardener:2	gaardanar:1	gardaner:1
گارڈنز	gardener:2	gardens:1
گارڈوں	gaardon:1	gadon:1	gardon:1	gardun:1
گارڈین	gardeen:1	garden:1	guardian:1
گاری	gari:2	gaaree:1	gaari:1	gary:1
گاف	gaaf:2	gaaph:1	gaf:1	gaph:1
گال	gaal:2	gal:2	gall:1
گالف	gaalif:1	galaph:1	galf:1	galif:1
گالو	galu:2	gaalo:1	galo:1
گالوں	galon:3	galun:2
گالی	gaali:2	gali:1	galy:1
گالیاں	galian:2	gaaliyaan:1	gaaliyan:1
گالیوں	gaaliyon:1	gaaliyoon:1	galeon:1	galion:1
گالے	gaale:2	gaalay:1	gaaley:1	gaille:1
گام	gaam:5	gam:5
گامزن	gamzan:5	gaamzan:2	gaamzun:1	gamjan:1
گانا	gana:5	gaana:4	gaanaa:2	ganaa:2
گاندھی	gandhi:8	gaandhi:2	ghandhi:1
گانوں	gaano:1	gaanon:1	gaanoon:1	ganon:1
گانٹھ	gaanth:1	gaantha:1	gantah:1	gantha:1
گانچھے	gaanchey:1	gaanchhe:1	ganchay:1	ganche:1
گانگ	gang:3	gaang:1	gank:1	gaung:1
گانگنام	gaangaam:1	gaangnaam:1	gaangum:1	ganagnam:1
